paper_id,time_column,submitted_on,title,paper_url,highlight,tags,sections,code_repos,star_snapshot,focus
2601.04888,2026.1,8 Jan 2026,SmartSearch,https://arxiv.org/abs/2601.04888,Large language model (LLM)-based search agents have proven promising for addressing knowledge-intensive problems by incorporating information retrieval capabilities. Existing works largely focus on optimizing the reasoni,"enterprise-local, efficiency, retriever-training",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Query Optimization,RUC-NLPIR/SmartSearch,38,True
2603.09203,2026.3,10 Mar 2026,Evaluate-as-Action,https://arxiv.org/abs/2603.09203,"Retrieval-augmented agents can query external evidence, yet their reliability in multi-step reasoning remains limited: noisy retrieval may derail multi-hop question answering, while outcome-only reinforcement learning pr","enterprise-local, reliability",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration | Method > Where RL is Applied: Optimization Scopes > Step-level,,,True
2603.03293,2026.3,6 Feb 2026,SE-Search,https://arxiv.org/abs/2603.03293,Retrieval augmented generation (RAG) reduces hallucinations and factual errors in large language models (LLMs) by conditioning generation on retrieved external knowledge. Recent search agents further cast RAG as an auton,"enterprise-local, efficiency, retriever-training, reliability, memory",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration,,,False
2602.22576,2026.2,26 Feb 2026,Search-P1,https://arxiv.org/abs/2602.22576,"Retrieval-Augmented Generation (RAG) enhances large language models (LLMs) by incorporating external knowledge, yet traditional single-round retrieval struggles with complex multi-step reasoning.","enterprise-local, efficiency, tool-routing, retriever-training, offline-rl",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration | Method > Where RL is Applied: Optimization Scopes > Step-level,,,True
2603.07853,2026.3,9 Mar 2026,SynPlanResearch-R1,https://arxiv.org/abs/2603.07853,"Research Agents enable models to gather information from the web using tools to answer user queries, requiring them to dynamically interleave internal reasoning with tool use. While such capabilities can in principle be","enterprise-local, tool-routing",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,HansiZeng/syn-plan-research,6,True
2603.05218,2026.3,5 Mar 2026,KARL,https://arxiv.org/abs/2603.05218,We present a system for training enterprise search agents via reinforcement learning that achieves state-of-the-art performance across a diverse suite of hard-to-verify agentic search tasks.,"enterprise-local, efficiency, tool-routing, memory",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level | Evaluation > Recent Evaluation / Benchmarking Papers (Deep Research / Agentic Search),,,False
2601.14615,2026.1,21 Jan 2026,SearchGym,https://arxiv.org/abs/2601.14615,"Search agents have emerged as a pivotal paradigm for solving open-ended, knowledge-intensive reasoning tasks. However, training these agents via Reinforcement Learning (RL) faces a critical dilemma: interacting with live","enterprise-local, efficiency, memory, kg-hybrid, offline-rl",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level,JIA-Lab-research/SearchGym,9,True
2602.11551,2026.2,12 Feb 2026,SIGHT,https://arxiv.org/abs/2602.11551,"Reinforcement Learning (RL) has empowered Large Language Models (LLMs) to master autonomous search for complex question answering. However, particularly within multi-turn search scenarios, this interaction introduces a c","enterprise-local, efficiency, reliability",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2602.03647,2026.2,3 Feb 2026,Search-R2,https://arxiv.org/abs/2602.03647,"Search-integrated reasoning enables language agents to transcend static parametric knowledge by actively querying external sources. However, training these agents via reinforcement learning is hindered by the multi-scale","enterprise-local, retriever-training, reliability, kg-hybrid",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2602.04634,2026.2,4 Feb 2026,WideSeek-R1,https://arxiv.org/abs/2602.04634,"Recent advancements in Large Language Models (LLMs) have largely focused on depth scaling, where a single agent solves long-horizon problems with multi-turn reasoning and tool use.","enterprise-local, efficiency, tool-routing, memory",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Multi‑Agent Collaboration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2601.04703,2026.1,8 Jan 2026,M-ASK,https://arxiv.org/abs/2601.04703,"Agentic search has emerged as a promising paradigm for complex information seeking by enabling Large Language Models (LLMs) to interleave reasoning with tool use. However, prevailing systems rely on monolithic agents tha","enterprise-local, efficiency, tool-routing, memory",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Multi‑Agent Collaboration | Method > Where RL is Applied: Optimization Scopes > Agent-level,chenyiqun/M-ASK,8,False
2604.03675,2026.4,4 Apr 2026,PRAISE,https://arxiv.org/abs/2604.03675,"In agentic search, large language models (LLMs) are trained to perform multi-turn retrieval and reasoning for complex tasks such as multi-hop question answering (QA). However, current search-based Reinforcement Learning","enterprise-local, efficiency, memory",Method > How RL is Used: Optimization Strategies | Method > Where RL is Applied: Optimization Scopes > Step-level,,,False
2503.09516,2025.03,12 Mar 2025,Search-R1,https://arxiv.org/abs/2503.09516,Efficiently acquiring external knowledge and up-to-date information is essential for effective reasoning and text generation in large language models (LLMs). Prompting advanced LLMs with reasoning capabilities to use sea,"enterprise-local, efficiency, retriever-training",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level,PeterGriffinJin/Search-R1,4462,True
2503.19470,2025.03,25 Mar 2025,ReSearch,https://arxiv.org/abs/2503.19470,"Large Language Models (LLMs) have shown remarkable capabilities in reasoning, exemplified by the success of OpenAI-o1 and DeepSeek-R1. However, integrating reasoning with external search processes remains challenging, es",enterprise-local,Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2503.06580,2025.3,9 Mar 2025,AutoCoA,https://arxiv.org/abs/2503.06580,"Traditional agentic workflows rely on external prompts to manage interactions with tools and the environment, which limits the autonomy of reasoning models. We position \emph{Large Agent Models (LAMs)} that internalize t","enterprise-local, efficiency, tool-routing",Method > How RL is Used: Optimization Strategies | Method > Where RL is Applied: Optimization Scopes > Agent-level,ADaM-BJTU/AutoCoA,131,False
2505.16834,2025.05,22 May 2025,SimpleDeepSearcher,https://arxiv.org/abs/2505.16834,Retrieval-augmented generation (RAG) systems have advanced large language models (LLMs) in complex deep search scenarios requiring multi-step reasoning and iterative information retrieval.,"enterprise-local, efficiency, offline-rl",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control,RUCAIBox/SimpleDeepSearcher,118,True
2505.20128,[ExSearch](https://arxiv.org/abs/2505.20128),26 May 2025,ExSearch,https://arxiv.org/abs/2505.20128,"Large language models (LLMs) have been widely integrated into information retrieval to advance traditional techniques. However, effectively enabling LLMs to seek accurate knowledge in complex tasks remains a challenge du","enterprise-local, retriever-training, reliability",Method > How RL is Used: Optimization Strategies,,,False
2505.07596,2025.05,12 May 2025,IKEA,https://arxiv.org/abs/2505.07596,Retrieval-augmented generation (RAG) is a common strategy to reduce hallucinations in Large Language Models (LLMs). While reinforcement learning (RL) can enable LLMs to act as search agents by activating retrieval capabi,"enterprise-local, efficiency, retriever-training, reliability",Method > How RL is Used: Optimization Strategies | Method > Where RL is Applied: Optimization Scopes > Agent-level | Method > Where RL is Applied: Optimization Scopes > Step-level,,,False
2503.05592,2025.03,7 Mar 2025,R1-Searcher,https://arxiv.org/abs/2503.05592,Existing Large Reasoning Models (LRMs) have shown the potential of reinforcement learning (RL) to enhance the complex reasoning capabilities of Large Language Models~(LLMs). While they achieve remarkable performance on c,enterprise-local,Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control,RUCAIBox/R1-Searcher,707,True
2505.17005,2025.05,22 May 2025,R1-Searcher++,https://arxiv.org/abs/2505.17005,"Large Language Models (LLMs) are powerful but prone to hallucinations due to static knowledge. Retrieval-Augmented Generation (RAG) helps by injecting external information, but current methods often are costly, generaliz","enterprise-local, efficiency, retriever-training",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level,RUCAIBox/R1-Searcher-plus,76,True
2502.01142,2025.02,3 Feb 2025,DeepRAG,https://arxiv.org/abs/2502.01142,"Large Language Models (LLMs) have shown remarkable reasoning capabilities, while their practical applications are limited by severe factual hallucinations due to limitations in the timeliness, accuracy, and comprehensive","enterprise-local, efficiency, retriever-training",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2508.06165,2025.08,8 Aug 2025,UR²,https://arxiv.org/abs/2508.06165,"Large Language Models (LLMs) have shown remarkable capabilities through two complementary paradigms: Retrieval-Augmented Generation (RAG), which enhances knowledge grounding, and Reinforcement Learning from Verifiable Re","enterprise-local, kg-hybrid, offline-rl",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level,Tsinghua-dhy/UR2,129,False
2508.10874,2025.08,14 Aug 2025,SSRL,https://arxiv.org/abs/2508.10874,"We investigate the potential of large language models (LLMs) to serve as efficient simulators for agentic search tasks in reinforcement learning (RL), thereby reducing dependence on costly interactions with external sear","enterprise-local, efficiency, tool-routing, offline-rl",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level,TsinghuaC3I/SSRL,206,False
2505.24332,2025.05,30 May 2025,Pangu DeepDiver,https://arxiv.org/abs/2505.24332,"Information seeking demands iterative evidence gathering and reflective reasoning, yet large language models (LLMs) still struggle with it in open-web question answering. Existing prompting and supervised fine-tuning (SF","enterprise-local, efficiency, reliability",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2504.11001,2025.04,15 Apr 2025,ReZero,https://arxiv.org/abs/2504.11001,"Retrieval-Augmented Generation (RAG) improves Large Language Model (LLM) performance on knowledge-intensive tasks but depends heavily on initial search query quality. Current methods, often using Reinforcement Learning (",enterprise-local,Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level | Method > Where RL is Applied: Optimization Scopes > Step-level,janhq/ReZero,160,False
2505.15107,2025.05,21 May 2025,StepSearch,https://arxiv.org/abs/2505.15107,Efficient multi-hop reasoning requires Large Language Models (LLMs) based agents to acquire high-value external knowledge iteratively. Previous work has explored reinforcement learning (RL) to train LLMs to perform searc,"enterprise-local, efficiency",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level | Method > Where RL is Applied: Optimization Scopes > Step-level,Zillwang/StepSearch,65,False
2510.13272,2025.10,15 Oct 2025,VERITAS,https://arxiv.org/abs/2510.13272,"Inspired by the success of reinforcement learning (RL) in Large Language Model (LLM) training for domains like math and code, recent works have begun exploring how to train LLMs to use search engines more effectively as","enterprise-local, tool-routing, reliability",Method > How RL is Used: Optimization Strategies | Method > Where RL is Applied: Optimization Scopes > Step-level,,,False
2505.14069,2025.05,20 May 2025,ReasonRAG,https://arxiv.org/abs/2505.14069,"Retrieval-augmented generation (RAG) enhances the text generation capabilities of large language models (LLMs) by integrating external knowledge and up-to-date information. However, traditional RAG systems are limited by","enterprise-local, efficiency, reliability, memory",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration | Method > Where RL is Applied: Optimization Scopes > Step-level,Applied-Machine-Learning-Lab/ReasonRAG,10,False
2507.02592,2025.07,3 Jul 2025,Web-Sailor,https://arxiv.org/abs/2507.02592,Transcending human cognitive limitations represents a critical frontier in LLM training. Proprietary agentic systems like DeepResearch have demonstrated superhuman capabilities on extremely complex information-seeking be,"enterprise-local, efficiency, reliability",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2509.13305,2025.09,16 Sep 2025,WebSailor-V2,https://arxiv.org/abs/2509.13305,Transcending human cognitive limitations represents a critical frontier in LLM training. Proprietary agentic systems like DeepResearch have demonstrated superhuman capabilities on extremely complex information-seeking be,"enterprise-local, efficiency, reliability",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level,Alibaba-NLP/DeepResearch,18662,False
2505.17281,2025.05,22 May 2025,Search Wisely,https://arxiv.org/abs/2505.17281,"Agentic Retrieval-Augmented Generation (RAG) systems enhance Large Language Models (LLMs) by enabling dynamic, multi-step reasoning and information retrieval. However, these systems often exhibit sub-optimal search behav","enterprise-local, efficiency, retriever-training, reliability",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,True
2505.04588,2025.05,7 May 2025,ZeroSearch,https://arxiv.org/abs/2505.04588,Effective information searching is essential for enhancing the reasoning and generation capabilities of large language models (LLMs). Recent research has explored using reinforcement learning (RL) to improve LLMs' search,"enterprise-local, efficiency, offline-rl",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > What RL is for: Functional Roles in Agentic Search > Query Optimization | Method > Where RL is Applied: Optimization Scopes > Agent-level,Alibaba-NLP/ZeroSearch,1259,True
2508.09303,2025.08,12 Aug 2025,ParallelSearch,https://arxiv.org/abs/2508.09303,"Reasoning-augmented search agents such as Search-R1, trained via reinforcement learning with verifiable rewards (RLVR), demonstrate remarkable capabilities in multi-step information retrieval from external knowledge sour","enterprise-local, efficiency, memory",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > What RL is for: Functional Roles in Agentic Search > Query Optimization | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,True
2507.02962,2025.07,30 Jun 2025,RAG-R1,https://arxiv.org/abs/2507.02962,"Large Language Models (LLMs), despite their remarkable capabilities, are prone to generating hallucinated or outdated content due to their static internal knowledge. While Retrieval-Augmented Generation (RAG) integrated","enterprise-local, efficiency",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > What RL is for: Functional Roles in Agentic Search > Query Optimization,inclusionAI/AWorld-RL,99,False
2505.15776,2025.05,21 May 2025,ConvSearch-R1,https://arxiv.org/abs/2505.15776,"Conversational search systems require effective handling of context-dependent queries that often contain ambiguity, omission, and coreference. Conversational Query Reformulation (CQR) addresses this challenge by transfor","enterprise-local, efficiency, retriever-training, memory",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Query Optimization | Method > Where RL is Applied: Optimization Scopes > Step-level,,,False
2505.20285,2025.05,26 May 2025,MaskSearch,https://arxiv.org/abs/2505.20285,Retrieval-Augmented Language Models (RALMs) represent a classic paradigm where models enhance generative capabilities using external knowledge retrieved via a specialized module. Recent advancements in Agent techniques e,"enterprise-local, tool-routing, retriever-training, kg-hybrid",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Query Optimization | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2503.00223,2025.03,28 Feb 2025,DeepRetrieval,https://arxiv.org/abs/2503.00223,Information retrieval systems are crucial for enabling effective access to large document collections. Recent approaches have leveraged Large Language Models (LLMs) to enhance retrieval performance through query augmenta,"enterprise-local, efficiency, reliability",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Query Optimization | Method > Where RL is Applied: Optimization Scopes > Agent-level,pat-jj/DeepRetrieval,705,False
2504.21776,2025.04,30 Apr 2025,WebThinker,https://arxiv.org/abs/2504.21776,"Large reasoning models (LRMs), such as OpenAI-o1 and DeepSeek-R1, demonstrate impressive long-horizon reasoning capabilities. However, their reliance on static internal knowledge limits their performance on complex, know","enterprise-local, efficiency, tool-routing, memory",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > What RL is for: Functional Roles in Agentic Search > Query Optimization | Method > Where RL is Applied: Optimization Scopes > Agent-level,RUC-NLPIR/WebThinker,1433,False
2505.14146,2025.05,20 May 2025,s3,https://arxiv.org/abs/2505.14146,"Retrieval-augmented generation (RAG) systems empower large language models (LLMs) to access external knowledge during inference. Recent advances have enabled LLMs to act as search agents via reinforcement learning (RL),","enterprise-local, efficiency, retriever-training",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Query Optimization | Method > Where RL is Applied: Optimization Scopes > Module-level,pat-jj/s3,831,False
2506.04185,2025.06,4 Jun 2025,R-Search,https://arxiv.org/abs/2506.04185,"Large language models (LLMs) have notably progressed in multi-step and long-chain reasoning. However, extending their reasoning capabilities to encompass deep interactions with search remains a non-trivial challenge, as","enterprise-local, retriever-training, reliability",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2505.11277,2025.05,16 May 2025,AutoRefine,https://arxiv.org/abs/2505.11277,Large language models have demonstrated impressive reasoning capabilities but are inherently limited by their knowledge reservoir. Retrieval-augmented reasoning mitigates this limitation by allowing LLMs to query externa,"enterprise-local, retriever-training, reliability",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration | Method > Where RL is Applied: Optimization Scopes > Step-level,syr-cn/AutoRefine,134,False
2505.22501,2025.05,28 May 2025,EvolveSearch,https://arxiv.org/abs/2505.22501,The rapid advancement of large language models (LLMs) has transformed the landscape of agentic information seeking capabilities through the integration of tools such as search engines and web browsers.,"enterprise-local, efficiency, tool-routing",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2505.16582,2025.05,22 May 2025,O²-Searcher,https://arxiv.org/abs/2505.16582,"Large Language Models (LLMs), despite their advancements, are fundamentally limited by their static parametric knowledge, hindering performance on tasks requiring open-domain up-to-date information.","enterprise-local, efficiency, offline-rl",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,KnowledgeXLab/O2-Searcher,34,False
2508.12800,2025.08,18 Aug 2025,Atom-Searcher,https://arxiv.org/abs/2508.12800,"Large language models (LLMs) exhibit remarkable problem-solving abilities, but struggle with complex tasks due to static internal knowledge. Retrieval-Augmented Generation (RAG) enhances access to external information, y","enterprise-local, efficiency",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration | Method > Where RL is Applied: Optimization Scopes > Step-level,antgroup/Research-Venus,302,False
2509.13313,2025.09,16 Sep 2025,ReSum,https://arxiv.org/abs/2509.13313,Large Language Model (LLM)-based web agents excel at knowledge-intensive tasks but face a fundamental conflict between the need for extensive exploration and the constraints of limited context windows.,"enterprise-local, efficiency, tool-routing, memory",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration,,,True
2509.06283,2025.09,8 Sep 2025,SFR-DeepResearch,https://arxiv.org/abs/2509.06283,"Equipping large language models (LLMs) with complex, interleaved reasoning and tool-use capabilities has become a key focus in agentic AI research, especially with recent advances in reasoning-oriented (``thinking'') mod","enterprise-local, tool-routing, memory",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2508.01005,2025.08,1 Aug 2025,MAO-ARAG,https://arxiv.org/abs/2508.01005,"In question-answering (QA) systems, Retrieval-Augmented Generation (RAG) has become pivotal in enhancing response accuracy and reducing hallucination issues. The architecture of RAG systems varies significantly, encompas","enterprise-local, efficiency, tool-routing, retriever-training",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Multi‑Agent Collaboration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2508.16438,2025.08,22 Aug 2025,OPERA,https://arxiv.org/abs/2508.16438,"Recent advances in large language models (LLMs) and dense retrievers have driven significant progress in retrieval-augmented generation (RAG). However, existing approaches face significant challenges in complex reasoning","enterprise-local, tool-routing, retriever-training",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Query Optimization | Method > What RL is for: Functional Roles in Agentic Search > Multi‑Agent Collaboration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2508.20368,2025.08,28 Aug 2025,AI-SearchPlanner,https://arxiv.org/abs/2508.20368,"Recent studies have explored integrating Large Language Models (LLMs) with search engines to leverage both the LLMs' internal pre-trained knowledge and external information. Specially, reinforcement learning (RL) has eme","enterprise-local, efficiency, tool-routing",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Multi‑Agent Collaboration | Method > Where RL is Applied: Optimization Scopes > Module-level,,,False
2510.05592,2025.10,7 Oct 2025,AgentFlow,https://arxiv.org/abs/2510.05592,"Outcome-driven reinforcement learning has advanced reasoning in large language models (LLMs), but prevailing tool-augmented approaches train a single, monolithic policy that interleaves thoughts and tool calls under full","enterprise-local, efficiency, tool-routing, memory, offline-rl",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Multi‑Agent Collaboration,lupantech/AgentFlow,1719,False
2509.18167,2025.09,17 Sep 2025,SIRAG,https://arxiv.org/abs/2509.18167,"Retrieval-Augmented Generation (RAG) enables large language models (LLMs) to access external knowledge sources, but the effectiveness of RAG relies on the coordination between the retriever and the generator.","enterprise-local, efficiency, retriever-training, reliability",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Multi‑Agent Collaboration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
